"Program Name","Address","Phone","Accreditation Status","Email","lon","lat"
" The University of Montana Program","Family Medicine Residency of Western Montana
401 Railroad St W Missoula, MT 59802
","(406) 274-4900
","Continued Accreditation","fmrwm@umontana.edu",-113.9964536,46.8771022
" Tidelands Health Program","Tidelands Health MUSC Family Medicine Residency Program
4320 Holmestown Road Myrtle Beach, SC 29588 ","(843) 652-1641
","Continued Accreditation","danelson@tidelandshealth.org",-79.0268338,33.6306743
" Tower
Health/Chestnut Hill Hospital Program","Chestnut Hill Hospital Family Practice Center 8815 Germantown Avenue, 5th Floor Philadelphia, PA 19118
","(215) 248-8145
","Continued Accreditation","marc.mckenna@towerhealth.org",-75.211674,40.0791229
" Tower Health/Drexel University College of Medicine Program","10 Shurs Lane
Suite 206
Philadelphia, PA 19127
","(484) 659-0445
","Initial Accreditation","Barry.simmons@towerhealth.org",-75.2180242,40.0226388
" Tower
Health/Reading Hospital Program","Reading Hospital Family Medicine Residency Program
Doctors' Office Building - Suite 220 301 South Seventh Avenue
West Reading, PA 19611 ","(484) 628-6248
","Continued Accreditation","fmres@towerhealth.org",-75.9516764,40.3315678
" TriHealth (Bethesda North Hospital) Program","Bethesda North Hospital
Family Medicine Residency Program 1775 W Lexington Avenue, Suite 100
Cincinnati, OH 45212
","(513) 404-2208
","Continued Accreditation","amy_hughes@trihealth.com",-84.4677138,39.1474739
" Trios Health Program","3730 Plaza Way
Kennewick, WA 99338
","(509) 221-5520
","Initial Accreditation","h.matt.smith@trioshealth.org",-119.191804,46.177592
" Tripler Army Medical Center Program","Department of Family Medicine
Attn: MCHK-FMR (Residency Director) 1 Jarrett White Road
Honolulu, HI 96859-5000
","(808) 433-1092
","Continued Accreditation","heather.m.omara.mil@mail.mil",-157.8941585,21.3558462
" Tufts University at Cambridge Health Alliance Program","Tufts University at Cambridge Health Alliance 195 Canal Street
Malden, MA 02148
","(781) 338-0550
","Continued Accreditation","tuftsfmr@challiance.org",-71.0727884,42.4198563
" U P Health System- Marquette Program","Marquette Family Medicine Residency Program
1414 W Fair Ave, Suite 36
Marquette, MI 49855
","(906) 225-3867","Continued Accreditation",NA,-87.4176249,46.5578376
" UCLA David Geffen School of Medicine/UCLA Medical Center Program","Department of Family Medicine 1920 Colorado Ave
Santa Monica, CA 90404 ","(310) 319-4711
","Continued Accreditation","cbarrinuevo@mednet.ucla.edu",-118.4768088,34.0252212
" UHS Southern California Medical Education Consortium Program","31700 Temecula Parkway Parkway Suites #1-GME Temecula, CA 92592
","(951) 331-2533
","Initial Accreditation","carrie.bacon@uhsinc.com",NA,NA
" UMass Chan
Medical School (Fitchburg) Program","University of Massachusetts Medical School Fitchburg Family Medicine Residency Program
326 Nichols Road
Fitchburg, MA 01420
","(978) 343-5295
","Continued Accreditation","Beth.mazyck2@umassmemorial.org",-71.8052139,42.5976676
" UMass Chan
Medical School Program","UMass Memorial Medical Center Memorial Campus
119 Belmont Street, Jaquith Ground Worcester, MA 01605
","(508) 334-6111
","Continued Accreditation","Virginia.VanDuyne@umassmemorial.org",-71.7920244,42.2730591
" Union Hospital Program","Union Hospital Family Medicine Program 1530 North 7th Street, Suite 200
Terre Haute, IN 47807 ","(812) 208-1897","Continued Accreditation",NA,-87.4075803,39.4844701
" United Health Services Hospitals Program","UHS-Wilson Medical Center
33-57 Harrison Street, Picciano 4 Johnson City, NY 13790
","(607) 763-5412
","Continued Accreditation","dan.young@nyuhs.org",-75.9583893,42.1142391
" United Hospital Center Program","United Hospital Center 527 Medical Park Drive Suite 500
Bridgeport, WV 26330
","(681) 342-3640
","Continued Accreditation","eric.radcliffe@wvumedicine.org",-80.2402874,39.3271771
" Unity Health-White County Medical Center Program","3214 East Race Ave. Searcy, AR 72143
","(501) 380-2296
","Continued Accreditation","dewey.mcafee@unity-health.org",-91.6923382,35.2506825
" Univ of North Dakota School of Medicine and Health Sciences Program","Sanford Health 801 Broadway N
Fargo, ND 58122-0114
","(701) 234-6076
","Continued Accreditation","lara.lunde@sanfordhealth.org",-96.7865834,46.8849875
" Univ of North Dakota School of Medicine and Health Sciences Rural Program","Center for Family Medicine - Minot 1201 11th Ave SW
Minot, ND 58701
","(701) 858-6700
","Continued Accreditation","ruraltrack@med.und.edu",-101.3099716,48.2252129
" University at Buffalo Program","University at Buffalo
77 Goodell Street - Suite 240
Buffalo, NY 14203
","(716) 816-7258
","Continued Accreditation","psm4@buffalo.edu",-78.8682574,42.8944955
" University at Buffalo Rural Program","State University of New York at Buffalo 77 Goodell Street
Buffalo, NY 14203
","(716) 816-7258
","Continued Accreditation","psm4@buffalo.edu",-78.868315,42.8945089
" University at Buffalo/Sisters of Charity Hospital Program","Sisters of Charity Hospital-Family Medicine 2157 Main Street
Buffalo, NY 14214
","(716) 862-1840
","Continued Accreditation","aharbiso@chsbuffalo.org",-78.848085,42.9284109
" University Hospitals Community Consortium (Richmond Heights) Program","27100 Chardon Road Richmond Heights, OH 44143 ","(440) 285-8585
","Continued Accreditation","Louis.Leone@UHhospitals.org",-81.4890864,41.5807434
" University Hospitals Community Consortium (Westlake) Program","29000 Center Ridge Road Westlake, OH 44145
","(440) 827-5784
","Continued Accreditation","Peter.Gotsis@UHhospitals.org",-81.9442714,41.4361302
" University of Alabama Medical Center (Huntsville) Program","UAB Health Center Huntsville 301 Governors Drive, S.W. Huntsville, AL 35801
","(256) 551-4631
","Continued Accreditation","nyb@uab.edu",-86.5836711,34.7195346
" University of Alabama Medical Center (Selma Dallas County) Program","Selma Family Medicine Residency Program 1023 Medical Center Parkway
Suite 200
Selma, AL 36701
","(334) 874-3463
","Continued Accreditation","kandicecollins@uabmc.edu",-87.0562592,32.4300733
" University of Alabama-Tuscaloosa Program","University of Alabama-Tuscaloosa 850 Peter Bryce Blvd.
Tuscaloosa, AL 35401
","(205) 348-1373
","Continued Accreditation","uafmr@ua.edu",-87.5316724,33.2078348
" University of Arizona College of Medicine- Phoenix Program","Banner - University Medical Center Phoenix 1300 North 12th Street, Suite #605
Phoenix, AZ 85006
","(602) 839-2673
","Continued Accreditation","lori.logan@bannerhealth.com",NA,NA
" University of Arizona College of Medicine- Tucson Program","University of Arizona Family Medicine Center
707 North Alvernon Way, Ste 101
Tucson, AZ 85711
","(520) 626-2551
","Continued Accreditation","karyn.kolman@bannerhealth.com",-110.9100838,32.2309783
" University of Arkansas for Medical Sciences (UAMS) College of Medicine Program","Little Rock Family Medicine Residency Program
Univ. of Ark. for Medical Sciences 521 Jack Stephens Drive
Little Rock, AR 72205 ","(501) 686-8820
","Continued Accreditation","CarlsonKathleenL@uams.edu",-92.3185153,34.746914
" University of Arkansas for Medical Sciences Regional Centers (Magnolia) Rural Program","UAMS South Family Medicine Residency 1617 N. Washington
Magnolia, AR 71753
","(870) 562-2577
","Voluntary Withdrawal","MRLemdja@uams.edu",-93.2399005,33.2826169
" University of Arkansas for Medical Sciences Regional Centers (North Central) Program","1993 Harrison St.
Batesville, AR 72501
","(870) 698-9992
","Continued Accreditation without Outcomes","bnelson@uams.edu",-91.6316782,35.770519
" University of Arkansas for Medical Sciences Regional Centers (Northeast) Program","UAMS Northeast Family Medicine Residency 311 East Matthews
Jonesboro, AR 72401
","(870) 931-9137
","Continued Accreditation","rmouzy@uams.edu",-90.7030276,35.8354848
" University of Arkansas for Medical Sciences Regional Centers (Northwest) Program","UAMS Northwest Family Medicine Residency 1125 North College Avenue
Fayetteville, AR 72703
","(479) 521-0263
","Continued Accreditation","jlglover@uams.edu",-94.1585747,36.0776983
" University of Arkansas for Medical Sciences Regional Centers (South Central) Program","UAMS South Central Family Medicine Residency
1601 West 40th Ave Pine Bluff, AR 71603 ","(879) 541-6010
","Continued Accreditation","TLRasberry2@uams.edu",-92.0162235,34.1897939
" University of Arkansas for Medical Sciences Regional Centers (Southwest) Program","UAMS Southwest Family Medicine Residency
3417 UofA Way
Texarkana, AR 71854
","(870) 779-6080
","Continued Accreditation","EGFlippo@uams.edu",-94.005425,33.47458
" University of Arkansas for Medical Sciences Regional Centers (West) Program","UAMS West Family Medicine Residency UAMS Family Medical Center Fort Smith 612 South 12th Street
Fort Smith, AR 72901 ","(479) 424-3170
","Continued Accreditation","cmsmith@uams.edu",-94.4195698,35.3784745
" University of California (Irvine) Program","University of California, Irvine School of Medicine
Department of Family Medicine Bldg 200, Rt 81, Suite 835
Orange, CA 92868
","(714) 480-3509
","Continued Accreditation","nguyel12@hs.uci.edu",-117.8442962,33.6404952
" University of California (San Diego) Medical Center Program","University of California, San Diego Medical Center
200 West Arbor Drive, #8809 San Diego, CA 92103
","(619) 543-2165
","Continued Accreditation","dlillie@health.ucsd.edu",NA,NA
" University of California (San Francisco) Program","San Francisco General Hospital Building 80-83
1001 Potrero Avenue San Francisco, CA 94110 ","(415) 206-5324
","Continued Accreditation","sfghfcm@fcm.ucsf.edu",-122.40573,37.7571912
" University of California (San Francisco)/Fresno Program","UCSF Fresno Center 155 N Fresno Street Suite 326
Fresno, CA 93701
","(559) 499-6540
","Continued Accreditation","Fresno-family@ucsf.edu",-119.782252,36.7436852
" University of California Davis Health Program","Univ. of California (Davis) Medical Center Department of Family and Community Medicine
4860 Y Street, Suite #2300
Sacramento, CA 95817
","(916) 734-6226
","Continued Accreditation","smarshall@ucdavis.edu",NA,NA
" University of California Riverside School of Medicine/St. Bernardine Medical Center – Dignity Health Program","1890 N. Waterman Avenue San Bernardino, CA 92404 ","(909) 735-1164
","Continued Accreditation","Marc.debay@medsch.ucr.edu",-117.2791389,34.1322972
" University of Central Florida/HCA Healthcare GME (Gainesville) Program","1147 NW 64th Terrace GME Building Gainesville, FL 32605
","(352) 333-5161
","Continued Accreditation","Shana.ninan@hcahealthcare.com",-82.4101781,29.6646614
" University of Central Florida/HCA Healthcare GME (Ocala) Program","1431 SW First Ave Bitzer Bldg., Suite #7 Ocala, FL 34471
","(321) 735-2169
","Initial Accreditation with Warning","OCAL.FMResidency@HCAHealthcare.com",NA,NA
" University of Chicago (NorthShore) Program","Glenbrook Hospital
2150 Pfingsten Road, Suite B240 Glenview, IL 60026
","(847) 657-1843
","Continued Accreditation","mwhiteley@northshore.org",-87.8546833,42.0930304
" University of Colorado (HealthONE Swedish Medical Center) Program","601 E. Hampden Avenue, #370
ENGLEWOOD, CO 80113
","(303) 788-3150
","Continued Accreditation","bradford.winslow@healthonecares.com",NA,NA
" University of Colorado (Rural Training Track) Program","UCH FM Rural Training Track 3055 Roslyn Street
Suite 100
Denver, CO 80238
","(720) 848-9096
","Continued Accreditation","dan.burke@cuanschutz.edu",-104.9010185,39.7604551
" University of Colorado (University Hospital) Program","U of Colorado Family Medicine Residency 3055 Roslyn Street, Suite 100
Denver, CO 80238
","(720) 515-2205
","Continued Accreditation","Shontelle.Jaramillo@cuanschutz.edu",-104.9010185,39.7604551
" University of Connecticut Program","Family Medicine Center at Asylum Hill 99 Woodland Street
Hartford, CT 06105
","(860) 714-1302
","Continued Accreditation","sphillips@trinityhealthofne.org",-72.7001225,41.7745415
" University of Florida Program","University of Florida
Family Medicine Residency Program 1707 North Main Street
Gainesville, FL 32609
","(352) 265-9562
","Continued Accreditation","zinkel@ufl.edu",-82.3241566,29.6675059
" University of Hawaii Program","University of Hawaii Family Medicine Residency Program
University Family Medicine at Pali Momi Medical Center
98-1005 Moanalua Rd., Suite 3030
Aiea, HI 96701
","(808) 627-3235
","Continued Accreditation","fmrpaa@hawaii.edu",-157.9417438,21.385219
" University of Illinois College of Medicine (Rockford) Rural Program","102 S. Hennepin Avenue Dixon, IL 61021
","(815) 285-8908
","Continued Accreditation","dixonrtt@ksbhospital.com",-89.4830101,41.8431946
" University of Illinois College of Medicine at Chicago Program","University of Illinois at Chicago
Dept of Family Medicine Residency (M/C 663)
1919 West Taylor Street Chicago, IL 60612
","(312) 413-9206
","Continued Accreditation","lperry74@uic.edu",-87.6747949,41.8683907
" University of Illinois College of Medicine at Peoria Program","Methodist Medical Center of Illinois Family Medical Center
815 Main Street, Suite C Peoria, IL 61602
","(309) 672-4986
","Continued Accreditation","jeffrey.leman@unitypoint.org",-89.5956545,40.6968503
" University of Illinois College of Medicine at Rockford Program","UIC College of Medicine at Rockford 1221 East State Street
Rockford, IL 61104
","(815) 972-1037
","Continued Accreditation","antoinet@uic.edu",-89.0766497,42.266808
" University of Illinois College of Medicine at Rockford/Monroe Clinic-Rural Program","515 22nd Ave.
Monroe, WI 53566
","(608) 324-1518
","Continued Accreditation without Outcomes","fmresidency@monroeclinic.org",-89.6347267,42.6087203
" University of Iowa Hospitals and Clinics Program","University of Iowa Hospitals and Clinics Department of Family Medicine
200 Hawkins Dr Iowa City, IA 52242 ","(319) 384-7000
","Continued Accreditation","fm-residency@uiowa.edu",-91.5483652,41.6595584
" University of Kansas (Wichita)/Salina Program","Smoky Hill Family Medicine Residency Program
Salina Health Education Foundation 651 E Prescott
Salina, KS 67401
","(785) 825-7251
","Continued Accreditation","kwilliams@salinahealth.org",-97.6008327,38.8283424
" University of Kansas (Wichita)/Via Christi Hospitals Wichita Program","Via Christi Family Medicine Residency Program
707 N. Emporia
Wichita, KS 67214
","(316) 858-3579
","Continued Accreditation","Amy.Cahill@ascension.org",-97.3335138,37.6967972
" University of Kansas (Wichita)/Wesley Program","Wesley Family Medicine Center 850 N Hillside
Wichita, KS 67214
","(316) 962-3976
","Continued Accreditation","Katie.Kellerman@wesleymc.com",-97.2980309,37.6988998
" University of Kansas School of Medicine Program","University of Kansas Medical Center 3901 Rainbow Blvd
1060 Delp, MS 4010
Kansas City, KS 66160 ","(913) 588-1902
","Continued Accreditation","kkelly3@kumc.edu",-94.6113987,39.05635
" University of Kansas School of Medicine/CHCSEK (Pittsburg) Program","3901 Rainbow Blvd
Delp 1060
MS 4010
Kansas City, KS 66160 ","(913) 588-1902
","Initial Accreditation","kkelly3@kumc.edu",-94.6110723,39.055022
" University of Kentucky College of Medicine (Hazard) Program","East Kentucky Family Medicine Residency 750 Morton Blvd
Hazard, KY 41701
","(606) 439-9557","Continued Accreditation",NA,-83.2273875,37.2782241
" University of Kentucky College of Medicine (Morehead) Rural Program","St. Claire HealthCare 222 Medical Circle
Morehead, KY 40351
","(606) 783-6455
","Continued Accreditation","danielle.hamm@st-claire.org",-83.4416885,38.1807823
" University of Kentucky College of Medicine Program","2195 Harrodsburg Road
Suite 125
Lexington, KY 40504
","(859) 323-8328
","Continued Accreditation","joshua.ward@uky.edu",-84.5405897,38.0254222
" University of Louisville School of Medicine (Glasgow) Program","University of Louisville/Glasgow FMR 1325 North Race Street
Glasgow, KY 42141
","(270) 651-4865
","Continued Accreditation","bbennett@tjsamson.org",-85.9043465,37.0106098
" University of Louisville School of Medicine (Owensboro) Program","811 E. Parrish Avenue, Suite 102
Owensboro, KY 42303
","(270) 688-2088
","Continued Accreditation without Outcomes","jon.sivoravong@owensborohealth.org",-87.1004637,37.7663005
" University of Louisville School of Medicine Program","University of Louisville School of Medicine 201 Abraham Flexner Way, Suite 690
Louisville, KY 40292
","(502) 588-8720
","Continued Accreditation","luz.fernandez@louisville.edu",-85.7478056,38.2498147
" University of Maryland Prince George's Hospital Center Program","901 Harry S. Truman Drive Largo, MD 20774
","(301) 618-3553
","Continued Accreditation","June.Taylor@umm.edu",-76.8455498,38.9030962
" University of Maryland Program","University of Maryland School of Medicine Department of Family and Communtiy Medicine
29 South Paca Street, Lower Level Baltimore, MD 21201-1771
","(667) 214-1852
","Continued Accreditation","kreavis@som.umaryland.edu",-76.6218631,39.2879302
" University of Miami/Jackson Health System Program","University of Miami/Jackson Memorial Medical Center
Department of Family Medicine & Community Health
PO Box 016700 (R-700)
Miami, FL 33101
","(305) 243-2951
","Continued Accreditation","kmb214@miami.edu",-80.2099386,25.7927865
" University of Michigan Health System Program","University of Michigan Medical School 300 North Ingalls
NI 4E06
Ann Arbor, MI 48109-5435 ","(734) 615-2690
","Continued Accreditation","fammed-residency@med.umich.edu",-83.7332766,42.2839143
" University of Michigan Health-West Program","5900 Byron Center Ave SW Wyoming, MI 49519
","(616) 252-4100
","Continued Accreditation","medical_education@metrogr.org",-85.7187723,42.8575322
" University of Minnesota (Duluth) Program","Duluth Family Medicine Residency Program 330 North 8th Avenue East
Duluth, MN 55805
","(218) 529-9122
","Continued Accreditation","dfmrp@essentiahealth.org",-92.092147,46.797186
" University of Minnesota (Mankato) Program","U of Minnesota Family Medicine Residency- Mankato
C/o Mayo Clinic Health System Mankato Eastridge
101 Martin Luther King Jr Dr Mankato, MN 56001
","(507) 594-6572
","Continued Accreditation","tomhave.stacy@mayo.edu",-93.940901,44.165966
" University of Minnesota/CentraCare St. Cloud Program","UMN/CentraCare St. Cloud Family Medicine Residency
CentraCare Family Health Center 1555 Northway Dr, Suite 200
St Cloud, MN 56303 ","(320) 240-3112
","Continued Accreditation","schmidtl@centracare.com",-94.1743541,45.5816023
" University of Minnesota/Methodist Hospital Program","University of Minnesota/Methodist Hospital Program
6600 Excelsior Blvd
Ste. 160
St. Louis Park, MN 55426 ","(952) 993-4920
","Continued Accreditation","amy.bonifas@parknicollet.com",-93.3619384,44.9300754
" University of Minnesota/North Memorial Hospital Program","North Memorial Family Medicine/Broadway Family Med
2426 West Broadway
Minneapolis, MN 55411
","(612) 302-8280
","Continued Accreditation","gate0051@umn.edu",-93.3116409,45.0065033
" University of Minnesota/St John's Hospital Program","University of Minnesota - St John's Hospital Family Medicine Residency
Phalen Village Clinic
1414 Maryland Avenue East St. Paul, MN 55106-2824 ","(651) 793-5601
","Continued Accreditation","johnfp@umn.edu",-93.0409589,44.9772642
" University of Minnesota/University of Minnesota Medical Center Program","University of Minnesota Medical Center M Health Fairview Clinic - Smiley's 2020 East 28th Street, Suite 104
Minneapolis, MN 55407
","(612) 343-7127
","Continued Accreditation","smileys@umn.edu",-93.2422676,44.9526851
" University of Minnesota/Woodwinds Hospital Program","University of Minnesota Woodwinds Hospital Program
M Health Fairview Clinic - Bethesda 580 Rice Street
St. Paul, MN 55103 ","(651) 223-7343
","Continued Accreditation","marti176@umn.edu",-93.1056994,44.9586949
" University of Mississippi Medical Center Program","University of Mississippi Medical Center Department of Family Medicine
2500 North State Street Jackson, MS 39216
","(601) 984-5426
","Continued Accreditation","jricks2@umc.edu",-90.171256,32.3308034
" University of Missouri-Columbia Program","Univ of MO Family Medicine Residency Program
Dept of Family & Community Med One Hospital Drive; DCO32.00 Columbia, MO 65212
","(573) 884-2912
","Continued Accreditation","resident@health.missouri.edu",-92.3288367,38.9393251
" University of Missouri-Columbia School of Medicine Program","Bothwell Rural Residency Training Program 601 E 14th St
Sedalia, MO 65301
","(660) 827-2883
","Initial Accreditation","rfrederickson@brhc.org",-93.2212078,38.6994909
" University of Missouri-Columbia School of Medicine/Capital Region Medical Center Program","1125 Madison JEFFERSON CITY
JEFFERSON CITY, MO 65101 ","(573) 632-5013
","Continued Accreditation","dgibson@crmc.org",-92.1816949,38.5656957
" University of Missouri-Kansas City School of Medicine Program","Truman Medical Center Lakewood 7900 Lee's Summit Road
Kansas City, MO 64139 ","(816) 404-7121
","Continued Accreditation","FamilyMed@umkc.edu",-94.3949087,38.9750259
" University of Nebraska Medical Center College of Medicine Program","University of Nebraska Medical Center Department of Family Medicine 983075 Nebraska Medical Center Omaha, NE 68198-4075
","(402) 559-7249","Continued Accreditation",NA,-95.9763467,41.2552297
" University of Nebraska Medical Center College of Medicine Rural Program","University of Nebraska Medical Center Department of Family Medicine 983075 Nebraska Medical Center Omaha, NE 68198-3075
","(402) 559-5641
","Continued Accreditation","jdharris@unmc.edu",-95.9763467,41.2552297
" University of Nevada Reno School of Medicine Program","University of Nevada, Reno School of Medicine
Dept of Family & Community Medicine, Reno Brigham Building (316) UNSOM
Reno, NV 89557
","(775) 784-1533
","Continued Accreditation","rwilliams@med.unr.edu",-119.8161818,39.5466634
" University of New Mexico School of Medicine (Santa Fe) Rural Program","CHRISTUS St. Vincent Regional Medical Center
2025 Galisteo St Santa Fe, NM 87505 ","(505) 913-3985
","Continued Accreditation","Tonja.abeyta@stvin.org",-105.9525917,35.6573911
" University of New Mexico School of Medicine (Shiprock) Program","Northern Navajo Medical Center PO Box 160/HWY 491
Shiprock, NM 87420
","(505) 272-8291","Initial Accreditation",NA,-108.6914076,36.8052353
" University of New Mexico School of Medicine Program","UNM Family Medicine Residency Program MSC 09-5040
1 University of New Mexico (FPC) Albuquerque, NM 87131
","(505) 272-5885
","Continued Accreditation","hsc-fmresidency@salud.unm.edu",-106.6188596,35.0904004
" University of North Carolina Hospitals Program","Univ. of North Carolina School of Medicine Department of Family Medicine
CB 7595, 590 Manning Drive Chapel Hill, NC 27599
","(984) 974-4544","Continued Accreditation",NA,-79.0381172,35.8987886
" University of North Dakota (Bismarck) Program","University of North Dakota (Bismarck) Center for Family Medicine
701 E. Rosser Avenue Bismarck, ND 58501
","(701) 858-6700
","Continued Accreditation","jeffrey.hostetter@und.edu",-100.7811889,46.8082008
" University of North Dakota (Minot) Program","University of North Dakota (Minot ) Program Center for Family Medicine - Minot
1201 11th Ave SW Minot, ND 58701
","(701) 858-6700
","Continued Accreditation","karen.rude@med.und.edu",-101.3099716,48.2252129
" University of North Dakota School of Medicine and Health Sciences (Hettinger) Program","701 E. Rosser Ave. Bismarck, ND 58501
","(701) 858-6700","Continued Accreditation",NA,-100.7810985,46.8082131
" University of Oklahoma Health Sciences Center Program","University of Oklahoma Health Sciences Center
900 NE 10th Street Oklahoma City, OK 73104 ","(405) 271-8818","Continued Accreditation",NA,-97.4966527,35.479429
" University of Oklahoma School of Community Medicine (Tulsa) Program","OU-TU School of Community Medicine Department of Family and Community Medicine
1111 S Saint Louis Ave Tulsa, OK 74120-5440
","(918) 619-4726
","Continued Accreditation","TulsaFMRes@ouhsc.edu",-95.9701066,36.1474943
" University of Pennsylvania Health System Program","Penn Medicine University City
Department of Family Medicine & Community Health - c/o Darcy MacDonald
3737 Market Street, 9th Floor Philadelphia, PA 19104
","(215) 294-9282
","Continued Accreditation","margaret.baylson@pennmedicine.upenn.edu",-75.197731,39.9569473
" University of Puerto Rico Program","Concilio de Salud Integral de Loiza PO Box 509
Loiza, PR 00772
","(787) 876-7415
","Continued Accreditation","facmedfam.rcm@upr.edu",-65.8801614,18.4268944
" University of Rochester/Highland Hospital of Rochester Program","Highland Family Medicine Center 777 Clinton Avenue South Rochester, NY 14620
","(585) 279-4896
","Continued Accreditation","fmres@urmc.rochester.edu",-77.5994138,43.1422854
" University of South Florida Morsani (Morton Plant Mease Health Care) Program","Turley Family Health Center (Morton Plant Mease)
807 North Myrtle Avenue Clearwater, FL 33755
","(727) 467-2501
","Continued Accreditation","jamie.harrington@baycare.org",-82.7952508,27.9741192
" University of Tennessee (Jackson) Program","University of Tennessee Family Practice Center
294 Summar Drive
Jackson, TN 38301
","(731) 541-3740
","Continued Accreditation","sjcole@uthsc.edu",-88.8330622,35.6384689
" University of Tennessee College of Medicine at Chattanooga Program","University of Tennessee College of Medicine Chatta
Department of Family Medicine 1100 East Third Street Chattanooga, TN 37403
","(423) 778-2957
","Continued Accreditation","utfammed@erlanger.org",-85.2880088,35.0460335
" University of Tennessee College of Medicine at Murfreesboro Program","1020 North Highland Suite C
Murfreesboro, TN 37130
","(615) 396-6620
","Continued Accreditation","christopher.dunlap@ascension.org",-86.381465,35.8569063
" University of Tennessee Medical Center at Knoxville Program","University of Tennessee Medical Center at Knoxville
1924 Alcoa Highway, Box U-67 Knoxville, TN 37920
","(865) 305-9352
","Continued Accreditation","tcharris@utmck.edu",-83.9432217,35.9398818
" University of Tennessee/Saint Francis Program","University of Tennessee/St. Francis Family Medicine
1301 Primacy Parkway
Memphis, TN 38119
","(901) 448-0230
","Continued Accreditation","mkhan14@uthsc.edu",-89.8633938,35.0957294
" University of Texas at Austin Dell Medical School Program","University of Texas at Austin Dell Family Medicine Residency Program
1400 North IH-35
Suite C2.410 Austin, TX 78701
","(512) 324-7318","Continued Accreditation",NA,-97.7340567,30.2849185
" University of Texas Health Science Center at Houston Program","Family Medicine Residency Program - McGovern Medical School at UT Health 6431 Fannin St
Ste JJL 308
Houston, TX 77030
","(713) 500-7610","Continued Accreditation",NA,-95.3972637,29.7125788
" University of Texas Health Science Center at Tyler (Athens) Program","2000 S. Palestine St. Athens, TX 75751
","(903) 603-7067
","Initial Accreditation","rtdavid56@gmail.com",-95.8465936,32.1709625
" University of Texas Health Science Center at Tyler Program","University of Texas Health Science Center at Tyler
11937 US Highway 271
Tyler, TX 75708
","(903) 877-5306","Continued Accreditation",NA,-95.2134455,32.4257364
" University of Texas Health Science Center at Tyler Rural Program","2701 US Hwy 271 North
Pittsburg, TX 75686
","(903) 877-7204
","Continued Accreditation","robert.tompkins@uthct.edu",-94.9594413,33.0329967
" University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine Program","Univ of TX Health Sci Ctr-San Antonio Department of Family and Community Medicine
7703 Floyd Curl Drive, Mailstop 7795 San Antonio, TX 78229
","(210) 358-3905
","Continued Accreditation","sananfprp@uthscsa.edu",-98.5753521,29.5074654
" University of Texas Medical Branch Hospitals Program","University of Texas Medical Branch at Galveston
301 University Boulevard
Route 1123
Galveston, TX 77555-1123
","(409) 772-6245
","Continued Accreditation","family.residency@utmb.edu",-94.7769758,29.3108605
" University of Texas RGV (DHR) Program","1000 E. Dove Avenue McAllen, TX 78504
","(956) 362-3552
","Continued Accreditation","Kristan.Diazrios@utrgv.edu",-98.2015825,26.2493702
" University of Texas RGV (MMC) Program","McAllen Family Medicine Residency Program 205 E Toronto Avenue
McAllen, TX 78503
","(956) 687-6155
","Continued Accreditation","Maggie.Medrano@utrgv.edu",-98.2206073,26.1835719
" University of Texas Rio Grande Valley (Knapp) Program","2810 W Expressway 83
Mercedes, TX 78570
","(956) 296-1826
","Continued Accreditation","KnappFamilymed@utrgv.edu",-97.9428144,26.1547932
" University of Texas Southwestern Medical Center Program","UT-Southwestern Family Medicine 5920 Forest Park Road, Suite 651
Dallas, TX 75390-9165
","(214) 648-4128
","Continued Accreditation","Zubair.Syed@UTSouthwestern.edu",-96.8451605,32.8167217
" University of Toledo Program","University of Toledo Family Medicine Center 3333 Glendale Avenue
Toledo, OH 43614
","(419) 383-5502
","Continued Accreditation","sandra.cutcher@utoledo.edu",-83.6216778,41.6120127
" University of Utah Health Program","University of Utah Health
Department of Family & Preventive Medicine 375 Chipeta Way, Ste A
Salt Lake City, UT 84108-9998 ","(801) 587-3411
","Continued Accreditation","heather.mccomber@hsc.utah.edu",-111.8467273,40.7657829
" University of Vermont Health Network- Champlain Valley Physicians Hospital Program","Champlain Valley Family Medicine Residency Program
159 Margaret Street
Ste. 101
Plattsburgh, NY 12901
","(518) 314-3862
","Continued Accreditation","fmrapplications@cvph.org",-73.4534555,44.6998713
" University of Vermont Medical Center Program","University of Vermont Medical Center Milton Family Practice
28 Centre Drive
Milton, VT 05468
","(802) 847-4322
","Continued Accreditation","jennifer.wilson@uvmhealth.org",-73.1209106,44.6205253
" University of Virginia Medical Center Program","University of Virginia Health System Department of Family Medicine
PO Box 800729
Charlottesville, VA 22908
","(434) 982-4153","Continued Accreditation",NA,-78.4988774,38.0323907
" University of Washington Program","University of Washington Family Medicine Residency
331 NE Thornton Place UW Campus Box 358732 Seattle, WA 98125
","(206) 520-2405
","Continued Accreditation","fmedres@uw.edu",-122.325395,47.7024899
" University of Washington School of Medicine Rural Program","105 South Apple Blossom Chelan, WA 98816
","(206) 520-2405
","Continued Accreditation without Outcomes","rtt@cvch.org",-119.9881322,47.8402079
" University of Wisconsin (Baraboo) Rural Program","University of Wisconsin Dept of Family Medicine and Community Health Baraboo Rural Training Track
1700 Tuttle Street
Baraboo, WI 53913
","(608) 355-7246
","Continued Accreditation","stuart.hannah@fammed.wisc.edu",-89.4124875,43.076592
